Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-May-2022,3244.00,3284.70,3203.25,3272.65,3246.828632576626156080,13083,2248,42478259.00,4080,31.19,81.45,28.65
29-April-2022,3370.00,3370.00,3266.00,3283.20,3315.938473224458792252,10532,1939,34923464.00,4037,38.33,104.00,-86.80
28-April-2022,3298.50,3391.00,3276.75,3359.90,3337.089902375054640827,6863,1171,22902448.00,2351,34.26,114.25,61.40
27-April-2022,3366.60,3382.00,3297.20,3337.05,3347.674695740365111561,3944,780,13203229.00,1082,27.43,84.80,-29.55
26-April-2022,3329.90,3402.00,3300.45,3371.50,3352.041633728590250329,18975,2537,63604990.00,8366,44.09,101.55,41.60
25-April-2022,3301.00,3346.00,3150.00,3297.20,3238.615765001107092774,13549,2573,43880005.00,2319,17.12,196.00,-3.80
22-April-2022,3365.00,3376.00,3325.50,3363.60,3354.259926593259926593,2997,584,10052717.00,828,27.63,50.50,-1.40
21-April-2022,3268.00,3369.30,3268.00,3357.20,3344.415579119086460032,4904,772,16401014.00,2924,59.62,101.30,89.20
20-April-2022,3245.15,3335.00,3245.15,3302.30,3310.231840646997154410,6677,1634,22102418.00,3386,50.71,89.85,57.15
19-April-2022,3382.70,3385.00,3244.05,3271.70,3349.773317092572337675,40228,2411,134754681.00,10047,24.98,140.95,-111.00
18-April-2022,3345.00,3367.85,3307.95,3339.65,3346.374636979670861568,12396,1268,41481660.00,6931,55.91,59.90,-5.35
13-April-2022,3347.00,3386.00,3339.65,3347.60,3364.290709208133575797,12098,2003,40701189.00,6518,53.88,46.35,0.60
12-April-2022,3359.95,3362.50,3302.30,3345.00,3343.908608421789338621,17146,2214,57334657.00,13620,79.44,60.20,-14.95
11-April-2022,3349.00,3369.55,3300.10,3348.45,3332.194194362641985696,11885,2119,39603128.00,5182,43.60,69.45,-0.55
8-April-2022,3292.00,3354.10,3291.60,3348.15,3328.159205500381970970,6545,983,21782802.00,2400,36.67,62.50,56.15
7-April-2022,3290.00,3322.75,3265.85,3293.50,3290.234467772540858174,32674,2990,107505121.00,13053,39.95,56.90,3.50
6-April-2022,3293.90,3305.00,3255.20,3284.10,3272.398972364949312595,7201,1010,23564545.00,3323,46.15,49.80,-9.80
5-April-2022,3284.00,3314.40,3271.00,3301.60,3292.836046951912154486,15846,2810,52178280.00,7561,47.72,43.40,17.60
4-April-2022,3244.00,3275.95,3215.30,3270.60,3253.707598039215686274,8160,1261,26550254.00,2027,24.84,60.65,26.60
1-April-2022,3193.00,3238.40,3193.00,3230.00,3215.867439409905163329,4745,788,15259291.00,1962,41.35,45.40,37.00
31-March-2022,3133.00,3219.00,3133.00,3204.30,3191.478200268981538085,40895,4365,130515501.00,22853,55.88,86.00,71.30
30-March-2022,3111.00,3159.00,3111.00,3148.45,3142.495325883734075394,22999,3245,72274250.00,13692,59.53,48.00,37.45
29-March-2022,3126.00,3134.35,3091.30,3104.95,3107.494525972513393897,8586,1104,26680948.00,2987,34.79,43.05,-21.05
28-March-2022,3099.90,3115.30,3060.00,3094.75,3081.858539765319426336,19942,3066,61458423.00,10430,52.30,55.30,-5.15
25-March-2022,3103.00,3112.75,3074.45,3094.75,3089.930442978322337417,10610,1471,32784162.00,5287,49.83,38.30,-8.25
24-March-2022,3093.75,3128.70,3084.10,3103.00,3112.422893481717011128,13209,1642,41111994.00,3748,28.37,44.60,9.25
23-March-2022,3189.00,3189.00,3091.05,3100.30,3116.112124014621041969,22707,3225,70757558.00,13883,61.14,97.95,-88.70
22-March-2022,3230.00,3255.20,3133.00,3157.45,3162.908546912046968499,17714,2876,56027762.00,8797,49.66,122.20,-72.55
21-March-2022,3379.00,3379.00,3230.00,3236.95,3265.501939702948348481,18044,1853,58922717.00,8554,47.41,149.00,-142.05
17-March-2022,3351.00,3363.40,3302.00,3354.25,3327.843450109839287778,8649,1143,28782518.00,2093,24.20,61.40,3.25
16-March-2022,3226.30,3317.95,3226.30,3312.40,3280.005170630816959669,7736,1184,25374120.00,2947,38.09,91.65,86.10
15-March-2022,3195.40,3248.35,3182.05,3222.10,3220.856631719088034614,12018,1916,38708255.00,5595,46.56,66.30,26.70
14-March-2022,3227.00,3227.00,3145.85,3188.05,3172.328821206993795826,8865,1126,28122695.00,3343,37.71,81.15,-38.95
11-March-2022,3259.80,3259.80,3194.95,3199.55,3215.805228382648664176,10443,2197,33582654.00,4057,38.85,64.85,-60.25
10-March-2022,3230.00,3245.35,3145.15,3229.95,3193.069401073646538717,28501,3843,91005671.00,11177,39.22,100.20,-0.05
9-March-2022,3140.00,3170.00,3092.45,3126.00,3122.539160803245852806,19471,3735,60798960.00,7315,37.57,77.55,-14.00
8-March-2022,3100.00,3180.35,3050.00,3114.10,3097.519070978075883471,49945,6074,154705590.00,31237,62.54,130.35,14.10
7-March-2022,3300.00,3303.40,3145.00,3154.05,3212.218248461840555046,38195,9361,122690676.00,16838,44.08,158.40,-145.95
4-March-2022,3368.00,3395.00,3279.00,3371.35,3334.050843778826848988,18429,3593,61443223.00,5300,28.76,116.00,3.35
3-March-2022,3421.70,3438.00,3352.65,3373.05,3391.220325189174213433,57751,4396,195846365.00,50393,87.26,85.35,-48.65
2-March-2022,3406.00,3417.00,3374.10,3389.70,3389.817459369024856596,16736,3549,56731985.00,9809,58.61,42.90,-16.30
